AGP-EDR156982,Herculaneum,432873,Paris,"Ercolano (Napoli), Decumano Massimo",1,79,Latin,Graffito/incised
AGP-EDR154186,Herculaneum,432873,"Apelles Mus cum fratre Dextro
amabiliter futuimus bis
bina (:binas)","Ercolano (Napoli), Terme Suburbane",1,79,Latin,Graffito/incised
AGP-EDR157025,Herculaneum,432873,A(ulus) Memm(ius),"Ercolano (Napoli), Insula VI.13, Casa del Salone Nero",1,79,Latin,Graffito/incised
AGP-EDR154443,Herculaneum,432873,IIIIIIIIIIIIIII,"Ercolano (Napoli), Insula Orientalis II.10, Bottega del Gemmario",1,79,Latin,charcoal
AGP-EDR140142,Herculaneum,432873,&#922;&#959;&#947;&#953;&#964;&#940;&#964;&#959;&#965;&#1010; S,"Ercolano (Napoli), Insula IV.2, Casa del Atrio a Mosaico",1,79,Latin/Greek,Graffito/incised
AGP-EDR154588,Herculaneum,432873,&#913;&#914;&#915;&#916;&#917;&#918;&#919;&#920;&#921;&#922;&#923;&#924;,"Ercolano (Napoli), Insula III.19, Casa dell'Albergo",1,79,Greek,Graffito/incised
AGP-EDR159869,Herculaneum,432873,((:navis oneraria)),"Ercolano (Napoli), Decumano Massimo, Arco Quadrifronte",1,79,,Graffito/incised
AGP-EDR159880,Herculaneum,432873,((:caput viri galeati)),"Ercolano (Napoli), Decumano Massimo",1,79,,Graffito/incised
AGP-EDR158823,Herculaneum,432873,((:phallus)),"Ercolano (Napoli), Insula IV.15-16, Grande Taberna",1,79,,Graffito/incised
AGP-EDR159868,Herculaneum,432873,((:duae lanternae)),"Ercolano (Napoli), Insula V.15, Casa del Bicentenario",1,79,,Graffito/incised
AGP-EDR163853,Herculaneum,432873,((:phallus)),"Ercolano (Napoli), Insula IV.15-16, Grande Taberna",1,79,,Graffito/incised
AGP-EDR140199,Herculaneum,432873,Eueno,"Ercolano (Napoli), Insula IV.17, Taberna di Priapo",1,79,Latin,Graffito/incised
AGP-EDR140834,Herculaneum,432873,&#922;&#923;&#919;&#914;&#921;&#935;&#925;,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Greek,Graffito/incised
AGP-EDR140150,Herculaneum,432873,PA&#770;M,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR153743,Herculaneum,432873,"Silentiolus
((:nomen SILENTIOLUS in forma navis scriptum))","Ercolano (Napoli), Insula Orientalis II.2-3, Pistrinum",1,79,Latin,Graffito/incised
AGP-EDR154589,Herculaneum,432873,&#913;&#914;&#915;&#916;&#917;,"Ercolano (Napoli), Insula IV.2, Casa dell'Atrio a Mosaico",1,79,Greek,Graffito/incised
AGP-EDR154592,Herculaneum,432873,ABCD,"Ercolano (Napoli), Decumano Massimo",1,79,Latin,Graffito/incised
AGP-EDR154594,Herculaneum,432873,&#913;&#914;&#915;&#916;,"Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Greek,Graffito/incised
AGP-EDR153613,Herculaneum,432873,"Iulaiam (:Iuliam?)
ad dom","Ercolano (Napoli), Insula Orientalis I.1a, Casa di Granianus",1,79,Latin,Graffito/incised
AGP-EDR154442,Herculaneum,432873,IIII,"Ercolano (Napoli), Insula Orientalis II.9, Taberna",1,79,,Graffito/incised
AGP-EDR154447,Herculaneum,432873,"CELES (?)
COSSSIIIIII","Ercolano (Napoli), Insula IV.19, Casa della Stoffa",1,79,Latin,Graffito/incised
AGP-EDR151898,Herculaneum,432873,Phlavia (:Flavia) &#920;&#818; l&#818;i&#818;g&#818;i&#818;s&#818; (:lingis),"Ercolano (Napoli), Insula VI.1,7-10, Terme Centrali (Terme Femminili)",1,79,Latin/Greek,Graffito/incised
AGP-EDR154533,Herculaneum,432873,"Anicete Paris, va(lete)","Ercolano (Napoli), Insula Orientalis I.2, Casa del Rilievo di Telefo",1,79,Latin,Graffito/incised
AGP-EDR140220,Herculaneum,432873,Alica,"Ercolano (Napoli), Insula IV.15-16, Grande Taberna",1,79,Latin,Graffito/incised
AGP-EDR156776,Herculaneum,432873,((:vir baculo nixus)),"Ercolano (Napoli), Insula VI.1,7-10, Terme Centrali",1,79,,charcoal
AGP-EDR140168,Herculaneum,432873,Felices,"Ercolano (Napoli), Insula IV.2, Casa dell'Atrio a Mosaico",1,79,Latin,Graffito/incised
AGP-EDR140172,Herculaneum,432873,"A Epicurus 
si es Utica","Ercolano (Napoli), Insula IV.2, Casa dell'Atrio a Mosaico",1,79,Latin,Graffito/incised
AGP-EDR140237,Herculaneum,432873,Vibidi,"Ercolano (Napoli), Insula IV.15-16, Grande Taberna",1,79,Latin,Graffito/incised
AGP-EDR154421,Herculaneum,432873,VII a(sses) III,"Ercolano (Napoli), Clivus ad Cloacam / Accesso alla Fogna",1,79,Latin,Graffito/incised
AGP-EDR151818,Herculaneum,432873,M&#770;ansi solus x (:ex) s(enatus) c(onsulto),"Ercolano (Napoli), Insula III.14, Casa a Graticcio",1,79,Latin,charcoal
AGP-EDR151829,Herculaneum,432873,Myrine mari,"Ercolano (Napoli), Insula IV.8, Casa del Papiro Dipinto",1,79,Latin,Graffito/incised
